ID,type
"gi|1309159874|gb|PKQ21758.1| ribulose 1,5-bisphosphate carboxylase [Actinobacteria bacterium HGW-Actinobacteria-5]",II
"gi|1543854661|gb|RTZ60953.1| ribulose 1,5-bisphosphate carboxylase [Gammaproteobacteria bacterium]",II
"gi|1176006594|gb|OQX13354.1| ribulose 1,5-bisphosphate carboxylase [Thiothrix lacustris]",II
"gi|1490344529|gb|RKZ96959.1| ribulose 1,5-bisphosphate carboxylase [Gammaproteobacteria bacterium]",II
RBC_81 gi|655299332|ref|WP_028708174.1|,II
RBC4_27 gi|521063127|ref|WP_020395078.1|,II
RBC4_57 gi|1176033477|gb|OQX31713.1|,II
gi|1475682392|ref|WP_118941849.1| ribulose-bisphosphate carboxylase [Rhodobacteraceae bacterium BAR1] >gi|1474796824|gb|AXX97191.1| ribulose-bisphosphate carboxylase [Rhodobacteraceae bacterium BAR1],II
RBC4_69 gi|1101235879|gb|OIP83017.1|,II
gi|1593210697|ref|WP_132938226.1| ribulose-bisphosphate carboxylase [Varunaivibrio sulfuroxidans] >gi|1588998804|gb|TCS64277.1| ribulose-bisphosphate carboxylase large chain [Varunaivibrio sulfuroxidans],II
"gi|505095037|ref|WP_015282139.1| ribulose-bisphosphate carboxylase [Thioflavicoccus mobilis] >gi|431830898|gb|AGA92011.1| ribulose 1,5-bisphosphate carboxylase, large subunit [Thioflavicoccus mobilis 8321]",II
"gi|1436060184|gb|RDH85148.1| ribulose 1,5-bisphosphate carboxylase [enodsymbiont of Escarpia spicata]",II
"gi|1543856641|gb|RTZ62706.1| ribulose 1,5-bisphosphate carboxylase [Aquificaceae bacterium]",II
RBC_76 gi|1072768135|ref|WP_069958099.1|,II
RBC4_40 gi|1001837624|gb|KXS32221.1|,II
RBC4_43 gi|1101121291|gb|OIO78882.1|,II
gi|1580659126|gb|TAM47223.1| ribulose-bisphosphate carboxylase [Gammaproteobacteria bacterium],II
gi|1553008964|ref|WP_127474816.1| ribulose-bisphosphate carboxylase [Sulfurivermis fontis],II
RBC_30 gi|518386940|ref|WP_019557147.1|,II
"gi|1270368401|gb|PHR63045.1| ribulose 1,5-bisphosphate carboxylase [Robiginitomaculum sp.]",II
"gi|1490358673|gb|RLA08922.1| ribulose 1,5-bisphosphate carboxylase [Gammaproteobacteria bacterium]",II
"gi|1493024046|ref|WP_121239673.1| ribulose-bisphosphate carboxylase [Sulfurisoma sediminicola] >gi|1491474246|gb|RLJ67704.1| ribulose 1,5-bisphosphate carboxylase large subunit [Sulfurisoma sediminicola]",II
"gi|1595789887|gb|TDM05493.1| ribulose 1,5-bisphosphate carboxylase [Ideonella sp. MAG2]",II
"gi|1302531111|ref|WP_100919585.1| ribulose-bisphosphate carboxylase [Candidatus Thiodictyon syntrophicum] >gi|383617676|gb|AFH41837.1| ribulose 1,5-bisphosphate carboxylase large subunit CbbM [Candidatus Thiodictyon syntrophicum str. Cad16] >gi|387538555|gb|AFJ79546.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Candidatus Thiodictyon syntrophicum str. Cad16] >gi|1297908158|gb|AUB81831.1| ribulose 1,5-bisphosphate carboxylase [Candidatus Thiodictyon syntrophicum]",II
"gi|1390581273|ref|WP_109093825.1| ribulose-bisphosphate carboxylase [Actinomycetaceae bacterium sk1b4] >gi|1389306815|gb|PWF25998.1| ribulose 1,5-bisphosphate carboxylase [Actinomycetaceae bacterium sk1b4]",II
RBC4_37 gi|1082133811|gb|OFV89986.1|,II
"gi|1436060731|gb|RDH85685.1| ribulose 1,5-bisphosphate carboxylase [endosymbiont of Galathealinum brachiosum]",II
"gwe1_scaffold_5288_7 Ribulose bisphosphate carboxylase {ECO:0000313|EMBL:KKT20824.1}; Flags: Fragment;; TaxID=1618947 species=""Bacteria; Parcubacteria.;"" source=""Parcubacteria bacterium GW2011_GWE1_43_8.;"" id=1368843 bin=""GWE1_OD1_43_8"" species=Parcubacteria bacterium GW2011_GWE1_43_8 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Parcubacteria organism_tax=Parcubacteria bacterium GW2011_GWE1_43_8, Parcubacteria, Bacteria organism_desc=This may be the GWE1 OD1 RuBisCO genome",III-like
"gi|1572539382|emb|VDD88716.1| RuBisCO long chain, Form III-like [uncultured bacterium]",III-like
"gi|363498367|gb|AAQ04822.2|AF463409_1 ribulose 1,5-bisphosphate carboxylase oxygenase large subunit [Prorocentrum minimum]",II
RBC4_80 gi|1129192970|gb|OLP97681.1|,II
RBC_16 gi|84029424|sp|Q42813.2|RBL2_LINPO,II
gi|657350008|ref|WP_029406688.1| ribulose-bisphosphate carboxylase [Thiomicrorhabdus sp. Milos-T2],II
gi|1011805430|ref|WP_062625813.1| ribulose-bisphosphate carboxylase [Ferriphaselus amnicola] >gi|1417748355|dbj|BBE49718.1| Ribulose bisphosphate carboxylase [Ferriphaselus amnicola],II
RBC2_36 gi|497537089|ref|WP_009851287.1|,II
RBC_31 gi|740417597|ref|WP_038250565.1|,II
RBC4_9 gi|1119753062|ref|WP_072659740.1|,II
RBC4_13 gi|1123468908|ref|WP_074200542.1|,II
RBC4_12 gi|737402008|ref|WP_035383183.1|,II
gi|1498177082|gb|RMG34467.1| ribulose-bisphosphate carboxylase [Gammaproteobacteria bacterium],II
"gi|1280941519|ref|WP_100265183.1| ribulose-bisphosphate carboxylase [Mariprofundus ferrinatatus] >gi|1279980504|gb|ATX81760.1| ribulose 1,5-bisphosphate carboxylase large subunit [Mariprofundus ferrinatatus]",II
gi|1498271203|gb|RMH14716.1| ribulose-bisphosphate carboxylase [Gammaproteobacteria bacterium],II
gi|1497995835|gb|RME85775.1| ribulose-bisphosphate carboxylase [Zetaproteobacteria bacterium],II
gi|1498313314|gb|RMH52320.1| ribulose-bisphosphate carboxylase [Zetaproteobacteria bacterium],II
RBC4_11 cg1_0.2_scaffold_945_c_30,II
"gi|37730366|gb|AAO13081.1| ribulose 1,5-bisphosphate carboxylase oxygenase form II, partial [Prorocentrum minimum] >gi|37731696|gb|AAO13021.1| ribulose 1,5-bisphosphate carboxylase oxygenase form II, partial [Prorocentrum minimum] >gi|37731699|gb|AAO13022.1| ribulose 1,5-bisphosphate carboxylase oxygenase form II, partial [Prorocentrum minimum] >gi|37731701|gb|AAO13023.1| ribulose 1,5-bisphosphate carboxylase oxygenase form II [Prorocentrum minimum]",II
"gi|545575122|gb|AGW32479.1| ribulose 1,5-bisphosphate carboxylase oxygenase form II [Prorocentrum donghaiense]",II
gi|1231999732|gb|OYT59766.1| type III ribulose-bisphosphate carboxylase [Euryarchaeota archaeon ex4484_178],unknown
RBC_4 gi|495361790|ref|WP_008086508.1|,unknown
"gi|505096769|ref|WP_015283871.1| type III ribulose-bisphosphate carboxylase [Aciduliprofundum sp. MAR08-339] >gi|432135979|gb|AGB05248.1| ribulose bisphosphate carboxylase, type III [Aciduliprofundum sp. MAR08-339]",unknown
"gi|1490946181|gb|RLE70929.1| ribulose 1,5-bisphosphate carboxylase [Thermoprotei archaeon]",IIIa
"gi|1490989051|gb|RLF05449.1| ribulose 1,5-bisphosphate carboxylase [Thermoprotei archaeon]",IIIa
"gi|1491004968|gb|RLF18640.1| ribulose 1,5-bisphosphate carboxylase [Thermoprotei archaeon]",IIIa
"gi|1490963757|gb|RLE84807.1| ribulose 1,5-bisphosphate carboxylase [Thermoprotei archaeon] >gi|1490979382|gb|RLE97625.1| ribulose 1,5-bisphosphate carboxylase [Thermoprotei archaeon]",IIIa
"gi|1231965511|gb|OYT28780.1| ribulose 1,5-bisphosphate carboxylase [Thermofilum sp. ex4484_79]",IIIa
"gi|499173160|ref|WP_010870747.1| type III ribulose-bisphosphate carboxylase [Methanocaldococcus jannaschii] >gi|37087692|sp|Q58632.2|RBL_METJA RecName: Full=Ribulose bisphosphate carboxylase; Short=RuBisCO >gi|2826381|gb|AAB99239.1| ribulose bisphosphate carboxylase, large subunit (rbcL) [Methanocaldococcus jannaschii DSM 2661]",unknown
"gi|506213287|ref|WP_015733062.1| type III ribulose-bisphosphate carboxylase [Methanocaldococcus vulcanius] >gi|261370093|gb|ACX72842.1| ribulose bisphosphate carboxylase, type III [Methanocaldococcus vulcanius M7]",unknown
"gi|494102711|ref|WP_007043498.1| type III ribulose-bisphosphate carboxylase [Methanotorris formicicus] >gi|373563468|gb|EHP89662.1| ribulose bisphosphate carboxylase, type III [Methanotorris formicicus Mc-S-70]",unknown
gi|516896587|ref|WP_018153747.1| type III ribulose-bisphosphate carboxylase [Methanothermococcus thermolithotrophicus],unknown
"gi|503632806|ref|WP_013866882.1| type III ribulose-bisphosphate carboxylase [Methanothermococcus okinawensis] >gi|334856220|gb|AEH06696.1| ribulose bisphosphate carboxylase, type III [Methanothermococcus okinawensis IH1]",unknown
gi|518331021|ref|WP_019501228.1| form I ribulose bisphosphate carboxylase large subunit [Pseudanabaena sp. PCC 6802],1B-Prok
"gi|604722319|dbj|BAO57366.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rhynchospora rubra]",1B-Euk
"gi|1248181706|ref|WP_096681529.1| form I ribulose bisphosphate carboxylase large subunit [Nostoc sp. NIES-2111] >gi|1210120422|dbj|BAY39546.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Nostoc sp. NIES-2111]",1B-Prok
"gi|685506359|ref|YP_009057798.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Picocystis salinarum] >gi|659680710|gb|AID67628.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Picocystis salinarum]",1B-Euk
"gi|215254237|gb|ACJ64122.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Haematococcus lacustris]",1B-Euk
"gi|1030177985|ref|YP_009252750.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Cymbomonas tetramitiformis] >gi|1021781412|gb|ANA56884.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cymbomonas tetramitiformis]",1B-Euk
gi|1524555625|ref|WP_124155538.1| ribulose-bisphosphate carboxylase large subunit [Okeania hirsuta] >gi|1522920666|gb|RQH26005.1| form I ribulose bisphosphate carboxylase large subunit [Okeania hirsuta],1B-Prok
"gi|62079659|gb|AAX61175.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pleurozia purpurea]",1B-Euk
"gi|51457996|gb|AAU03385.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Asplenium vieillardii]",1B-Euk
"gi|1352776|sp|P48069.1|RBL_EUGAN RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|699525|gb|AAA91977.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Euglenaria anabaena]",1B-Euk
"gi|223927486|gb|ACN23350.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Halimeda lacrimosa]",1B-Euk
"gi|131893|sp|P22849.3|RBL1A_ALLVI RecName: Full=Ribulose bisphosphate carboxylase large chain 1; Short=RuBisCO large subunit 1 >gi|516602|gb|AAA23328.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Allochromatium vinosum]",1A-Prok
"gi|814937254|gb|AKE36952.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ulva compressa]",1B-Euk
"gi|1222004140|ref|WP_090062002.1| form I ribulose bisphosphate carboxylase large subunit [Celeribacter neptunius] >gi|1097791587|emb|SFJ96560.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Celeribacter neptunius]",1A-Prok
