ID,type
TARA_039.SAMEA2620081.25.0.22-1.6_1488684_5,IV
PH2015_07_scaffold_0_448_PHAGE,IV
imgVR_3300006305_Ga0068468_1000608_36_PHAGE,IV
imgVR_3300000117_DelMOWin2010_c10001624_5_PHAGE,IV-outgroup
imgVR_3300012953_Ga0163179_10002555_5_PHAGE,IV
TARA_037.SAMEA2619970.600.0.22-1.6_104217_2,IV
ATS18068.1,IV
RBG_16_Planctomycetes_64_12_RBG_16_scaffold_1207_15,IV
gi|931397952|gb|KPJ86892.1|,IV
gi|1196860620|ref|WP_086305988.1|,IV
gi|1120406455|ref|WP_073269614.1|,IV
gi|493614695|ref|WP_006566964.1|,IV
gi|655031503|ref|WP_028480326.1|,IV
gi|737438668|ref|WP_035419103.1|,IV
ABH04879_Heliobacillus_mobilis_IV_DeepYk_REF,IV
gi|939116409|gb|KPU42714.1|,IV
gi|1057178199|ref|WP_068559387.1|,IV
CG_201509_scaffold_5489_2,IV
gi|1223606265|ref|WP_091642286.1|,IV
YP_001002057_Halorhodospira_halophila_SL1_IV_DeepYk_REF,IV
YP_742007_Alkalilimnicola_ehrlichei_MLHE_1_IV_DeepYk_REF,IV
ABC22798_Rhodospirillum_rubrum_IV_DeepYk_REF,IV
YP_569369_Rhodopseudomonas_palustris_BisB5_IV_DeepYk_REF,IV
YP_782588_Rhodopseudomonas_palustris_BisA53_IV_DeepYk_REF,IV
TARA_037.SAMEA2619970.600.0.22-1.6_323657_3,IV
ACH82850.1,IV
gi|515876628|ref|WP_017307211.1|,IV
gi|1119998221|ref|WP_072873678.1|,IV
gi|339286588|gb|AEJ40699.1|,IV
gi|516850637|ref|WP_018130250.1|,IV
gi|974004490|dbj|BAU29648.1|,IV
gi|640598624|ref|WP_025027274.1|,IV
gi|647225598|ref|WP_025678564.1|,IV
gi|652775070|ref|WP_027084891.1|,IV
gi|1190745628|emb|SHE10980.1|,IV
gi|1188372357|ref|WP_085493625.1|,IV
gi|1225215902|ref|WP_093227978.1|,IV
gi|737442043|ref|WP_035422391.1|,IV
gi|655369562|ref|WP_028775420.1|,IV
gi|1120289394|ref|WP_073155331.1|,IV
gi|567924942|ref|WP_024027620.1|,IV
gi|922540700|ref|WP_053346591.1|,IV
gi|1222948235|ref|WP_090990628.1|,IV
gi|670456076|ref|WP_031404875.1|,IV
gi|950194925|ref|WP_057241733.1|,IV
AAU23062_Bacillus_licheniformis_ATCC_14580_IV_Ykr_REF,IV
AAU16474_Bacillus_cereus_E33L_IV_Ykr_REF,IV
gi|1070295696|ref|WP_069717610.1|,IV
BAD64310_Bacillus_clausii_KSM_K16_IV_Ykr_REF,IV
gi|1153859598|ref|WP_078381303.1|,IV
gi|1148616195|ref|WP_077361790.1|,IV
gi|746175967|ref|WP_039235752.1|,IV
gi|763143125|ref|WP_044022794.1|,IV
gi|1124200632|ref|WP_074509014.1|,IV
gi|1054455987|ref|WP_066264982.1|,IV
RBG_16_Chloroflexi_54_18_RBG_16_scaffold_1503_37,IV
gi|1054868220|ref|WP_066630206.1|,IV
gi|490953582|ref|WP_004815400.1|,IV
gi|1119976376|ref|WP_072854283.1|,IV
gi|1140928265|ref|WP_076776507.1|,IV
gi|1057313767|ref|WP_068674993.1|,IV
gi|488639634|ref|WP_002576292.1|,IV
gi|1054880212|ref|WP_066642061.1|,IV
gi|915400015|ref|WP_050785400.1|,IV
gi|503545175|ref|WP_013779251.1|,IV
gi|1053021408|emb|SCI44076.1|,IV
gi|1222732149|ref|WP_090777872.1|,IV
gi|974231427|gb|KUO71643.1|,IV
gi|653620633|ref|WP_027630963.1|,IV
gi|939719390|ref|WP_054952561.1|,IV
gi|546155853|ref|WP_021797854.1|,IV
gi|1094140629|ref|WP_071129367.1|,IV
gi|655300228|ref|WP_028709069.1|,IV
gi|258553509|gb|ACV76451.1|,IV
gi|1198948341|ref|WP_087060553.1|,IV
gi|1183821908|ref|WP_085019909.1|,IV
gi|1101991533|ref|WP_071541488.1|,IV
RBG_16_DPX1_48_10_RBG_16_scaffold_502_2,IV
gi|1084749338|gb|OGP91707.1|,IV
GWC2_Chloroflexi_73_18_gwc2_scaffold_9051_15,IV
RBG_16_Chloroflexi_54_18_RBG_16_scaffold_1503_25,IV
RBG_13_CP_55_18_RBG_13_scaffold_348_76,IV
RBG_13_Chloroflexi_50_10_RBG_13_scaffold_17094_2,IV
RBG_13_Chloroflexi_RBG9_66_10_RBG_13_scaffold_17084_3,IV
gi|1008846491|gb|KYK29529.1|,IV
gi|1231971094|gb|OYT33949.1|,IV
gi|499181544|ref|WP_010879084.1|,IV
gi|998174011|gb|KXH73673.1|,IV
gi|816393552|gb|KKK45122.1|,IV
gi|931514689|gb|KPK92602.1|,IV
gi|1120406867|ref|WP_073270026.1|,IV
gi|494110251|ref|WP_007051034.1|,IV
gi|985658392|gb|KXA90802.1|,IV
gi|1148647403|ref|WP_077390494.1|,IV
gi|492746690|ref|WP_005946848.1|,IV
gi|1221437975|ref|WP_089612103.1|,IV
gi|1119592667|ref|WP_072525477.1|,IV
cg1_0.2_scaffold_14140_c_5,IV
cg1_0.2_scaffold_2874_c_10,IV
RIFOXYA2_FULL_CP_40_8_rifoxya2_full_scaffold_343_36,IV
gi|452993361|emb|CCQ95102.1|,IV
gi|494108724|ref|WP_007049508.1|,IV
gi|1223798845|ref|WP_091832592.1|,IV
gi|740491944|ref|WP_038322855.1|,IV
gi|655300655|ref|WP_028709495.1|,IV
gi|1120406334|ref|WP_073269524.1|,IV
gi|1225796762|ref|WP_093794202.1|,IV
gi|524033461|emb|CCY12711.1|,IV
gi|800895781|gb|AKA67965.1|,IV
gi|914869590|ref|WP_050740110.1|,IV
gi|1223798911|ref|WP_091832658.1|,IV
TARA_137.SAMEA2623295.40.0.22-3_111714_43,IV
gi|251771702|gb|EES52277.1|,IV
gi|504775105|ref|WP_014962207.1|,IV
gi|504263518|ref|WP_014450620.1|,IV
gi|519052472|ref|WP_020208347.1|,IV
RBG_16_DPX1_54_11_RBG_16_scaffold_7414_20,IV
rifcsphigho2_01_scaffold_24034_3,IV
rifcsphigho2_12_scaffold_16902_10,IV
14_1009_16_20cm_scaffold_137301_2,IV
rifcsplowo2_02_scaffold_9609_9,IV
TARA_037.SAMEA2619974.600.0.1-0.22_377_32,IV
RIFCSPHIGHO2_02_FULL_CP_44_16_rifcsphigho2_02_scaffold_1846_14,IV
RIFCSPLOWO2_02_FULL_CP_40_36_rifcsplowo2_02_scaffold_119_44,IV
GWA2_CP_45_12_gwa2_scaffold_895_11,IV
RIFCSPLOWO2_02_FULL_Deltaproteobacteria_46_8_rifcsplowo2_02_scaffold_32024_19,IV
gi|1223906300|ref|WP_091938331.1|,IV
gi|493839801|ref|WP_006786951.1|,IV
gi|1140905005|ref|WP_076753936.1|,IV
gi|496440598|ref|WP_009149443.1|,IV
gi|1227528192|ref|WP_094083188.1|,IV
gi|501491804|ref|WP_012500248.1|,IV
gi|521992720|ref|WP_020503991.1|,IV
gi|1011359504|ref|WP_062272591.1|,IV
gi|503184930|ref|WP_013419591.1|,IV
RBG_13_Nitrospira_39_12_RBG_13_scaffold_5114_2,IV
gi|931360096|gb|KPJ52176.1|,IV
gi|1223495427|ref|WP_091532692.1|,IV
gi|1057398051|ref|WP_068752280.1|,IV
gi|772712716|ref|WP_045299764.1|,IV
gi|1088817623|emb|SEB66243.1|,IV
gi|1090863622|emb|SEF85001.1|,IV
gi|1180917359|ref|WP_084356455.1|,IV
gi|786030041|ref|WP_045731095.1|,IV
gi|1224480780|ref|WP_092501847.1|,IV
gi|1227385638|ref|WP_094048765.1|,IV
gi|1133965541|ref|WP_076337452.1|,IV
gi|518364129|ref|WP_019534336.1|,IV
gi|522107981|ref|WP_020619190.1|,IV
gi|1087492142|emb|SDE26280.1|,IV
gi|1227021949|ref|WP_094013730.1|,IV
gi|518543702|ref|WP_019713909.1|,IV
gi|1177350314|ref|WP_082655472.1|,IV
gi|1221597211|ref|WP_089728739.1|,IV
gi|931449328|gb|KPK33274.1|,IV
TARA_034.SAMEA2619907.60.0.22-1.6_3121312_10,IV
gi|809018008|ref|WP_046297248.1|,IV
gi|1101001106|ref|WP_071506798.1|,IV
gi|1053210881|ref|WP_065999547.1|,IV
gi|1224522051|ref|WP_092542781.1|,IV
gi|1120506809|ref|WP_073367231.1|,IV
TARA_032.SAMEA2619840.80.0.22-1.6_1922061_3,IV
gi|501796652|ref|WP_012641545.1|,IV
gi|501018119|ref|WP_012070801.1|,IV
gi|550363837|ref|WP_022613754.1|,IV
gi|652867120|ref|WP_027135992.1|,IV
gi|1224886589|ref|WP_092902739.1|,IV
gi|1225921693|ref|WP_093915070.1|,IV
gi|1119317848|ref|WP_072295459.1|,IV
gi|696353922|ref|WP_032929074.1|,IV
gi|751645605|ref|WP_041112594.1|,IV
gi|983445729|ref|WP_060608398.1|,IV
gi|960522922|ref|WP_058326077.1|,IV
gi|1209885725|ref|WP_088395903.1|,IV
gi|499126410|ref|WP_010855254.1|,IV
gi|1223511999|ref|WP_091548945.1|,IV
gi|522016857|ref|WP_020528128.1|,IV
gi|1011032746|ref|WP_061989019.1|,IV
gi|806811508|ref|WP_046170552.1|,IV
gi|836635009|ref|WP_047784621.1|,IV
GWE1_Burkholderiales_65_30_gwe1_scaffold_97_29,IV
gi|1021298437|ref|WP_063320572.1|,IV
gi|740591143|ref|WP_038376687.1|,IV
gi|563911827|ref|WP_023807801.1|,IV
gi|1054643069|ref|WP_066410566.1|,IV
gi|504562539|ref|WP_014749641.1|,IV
RIFCSPLOWO2_12_FULL_Betaproteobacteria_65_14_rifcsplowo2_12_scaffold_526_61,IV
gi|754948098|ref|WP_042304304.1|,IV
gi|1233222973|ref|WP_094566156.1|,IV
gi|1232109063|gb|OYU50427.1|,IV
gi|1134169669|ref|WP_076412354.1|,IV
gi|543578627|ref|WP_021027047.1|,IV
gi|1025895745|ref|WP_063599014.1|,IV
gi|737289207|ref|WP_035272357.1|,IV
gi|749312054|ref|WP_040136146.1|,IV
gi|1222921642|ref|WP_090964363.1|,IV
gi|1224979673|ref|WP_092994638.1|,IV
gi|496116081|ref|WP_008840588.1|,IV
gi|739307468|ref|WP_037170006.1|,IV
gi|1184554942|ref|WP_085122225.1|,IV
gi|916400179|ref|WP_051103939.1|,IV
gi|1121300025|ref|WP_073611641.1|,IV
gi|496162847|ref|WP_008887354.1|,IV
gi|307216094|emb|CBV41364.1|,IV
gi|1222562094|ref|WP_090611421.1|,IV
gi|517745463|ref|WP_018915671.1|,IV
gi|1113335527|gb|OJV99781.1|,IV
gi|821555992|ref|WP_046863004.1|,IV
gi|1201951616|ref|WP_087633224.1|,IV
gi|1064042011|gb|ODT45829.1|,IV
gi|635570403|emb|CDQ34473.1|,IV
gi|947858701|ref|WP_056519378.1|,IV
gi|489915404|ref|WP_003818805.1|,IV
gi|494678866|ref|WP_007436201.1|,IV
gi|563171778|gb|ESY95091.1|,IV
gi|1126823273|ref|WP_075214416.1|,IV
gi|1055786486|ref|WP_067382746.1|,IV
gi|1053868898|ref|WP_066087190.1|,IV
gi|1120905273|ref|WP_073435043.1|,IV
gi|667761422|ref|WP_031382486.1|,IV
gi|1225208674|ref|WP_093220839.1|,IV
gi|1055652082|ref|WP_067291697.1|,IV
gi|517547528|ref|WP_018717736.1|,IV
gi|1109914595|emb|SHJ17954.1|,IV
gi|1055580788|ref|WP_067223005.1|,IV
TARA_025.SAMEA2619779.5.0-0.22_9470_2,IV
gi|1219463139|ref|WP_089420155.1|,IV
gi|1222835668|ref|WP_090880030.1|,IV
gi|739380251|ref|WP_037241019.1|,IV
gi|1101447684|gb|OIQ39221.1|,IV
gi|1056820401|ref|WP_068240165.1|,IV
gi|969833287|ref|WP_058595015.1|,IV
gi|949085681|gb|KRO76935.1|,IV
gi|739154580|ref|WP_037018782.1|,IV
gi|1113486990|gb|OJX47942.1|,IV
gi|1180140662|ref|WP_083660045.1|,IV
gi|1056293509|ref|WP_067756147.1|,IV
gi|947606020|ref|WP_056269186.1|,IV
gi|1147475058|ref|WP_077237778.1|,IV
gi|1180029082|ref|WP_083551040.1|,IV
gi|1222697765|ref|WP_090744023.1|,IV
gi|1189897907|ref|WP_085895494.1|,IV
gi|564604134|ref|WP_023848928.1|,IV
gi|494128236|ref|WP_007068008.1|,IV
TARA_041.SAMEA2620194.5.0.22-1.6_604264_2,IV
gi|496499597|ref|WP_009207988.1|,IV
gi|739592211|ref|WP_037449805.1|,IV
gi|746083311|ref|WP_039150628.1|,IV
gi|1208297216|ref|WP_088151764.1|,IV
TARA_023.SAMEA2591084.5.0.22-1.6_271127_5,IV
gi|518884755|ref|WP_020040630.1|,IV
gi|1064062772|gb|ODT65362.1|,IV
TARA_122.SAMEA2622673.600.0.22-3_2907433_5,IV
gi|1119890326|ref|WP_072776105.1|,IV
TARA_141.SAMEA2623446.5.0.22-3_590178_4,IV
gi|1059975408|ref|WP_069053774.1|,IV
gi|1172453245|ref|WP_080827656.1|,IV
gi|983587870|ref|WP_060737617.1|,IV
gi|1231980297|gb|OYT42455.1|,IIIb
gi|1231991901|gb|OYT52763.1|,IIIb
CG_201501_scaffold_106789_1,IIIb
cg1_0.2_scaffold_83715_1,IIIb
gi|1124900570|gb|OKY77189.1|,IIIb
gi|985667650|gb|KXA98893.1|,IIIb
gi|1063920603|gb|ODS42869.1|,IIIb
gi|494102711|ref|WP_007043498.1|,IIIb
gi|505096769|ref|WP_015283871.1|,IIIb
CG08_land_8_20_14_0.20_scaffold_15999_2,IIIb
RBG_16_scaffold_32845_14,IIIb
ncbi_AWOG01000022.1_5,IIIb
gi|1231966352|gb|OYT29571.1|,IIIb
RIFCSPHIGHO2_01_FULL_OD1_39_14_rifcsphigho2_01_scaffold_71123_4,IIIb
CG_201501t_scaffold_89495_1,IIIb
rifcsphigho2_01_scaffold_6465_9,IIIb
rifoxyc1_full_scaffold_6493_4,IIIb
ncbi_ASMR01000001.1_43,IIIb
rifcsplowo2_01_scaffold_43_141,IIIb
rifcsphigho2_02_scaffold_58627_1,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_48964_c_1,IIIb
07M_4_2014_scaffold_1566_11,IIIb
rifcsplowo2_02_scaffold_22033_7,IIIb
rifcsphigho2_02_scaffold_55123_15,IIIb
rifcsplowo2_02_scaffold_83872_4,IIIb
RifSed_csp2_13ft_1_scaffold_647396_2,IIIb
rifoxyd1_full_scaffold_56120_1,IIIb
rifcsplowo2_01_scaffold_39879_1,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_107_143,IIIb
rifcsphigho2_01_scaffold_111818_5,IIIb
rifcsplowo2_01_scaffold_94273_4,IIIb
rifcsphigho2_01_scaffold_52038_9,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_8582_9,IIIb
CG_201509_scaffold_50799_3,IIIb
CG_201518_scaffold_146281_1,IIIb
rifcsphigho2_01_scaffold_37456_9,IIIb
rifcsplowo2_01_scaffold_200222_1,IIIb
rifcsplowo2_01_scaffold_24480_6,IIIb
gwa1_scaffold_6140_7,IIIb
TARA_039.SAMEA2620106.270.0.1-0.22_378_10,IIIb
TARA_039.SAMEA2620106.270.0.1-0.22_1013_16,IIIb
RifSed_csp2_19ft_2_scaffold_258162_1,IIIb
rifcsplowo2_01_scaffold_277111_1,IIIb
rifcsplowo2_01_scaffold_16673_1,IIIb
gi|505404440|ref|WP_015591542.1|,IIIb
gi|1231999401|gb|OYT59467.1|,IIIb
gi|1208337011|ref|WP_088171943.1|,IIIb
gi|530786341|ref|WP_020963107.1|,IIIb
gi|503328002|ref|WP_013562663.1|,IIIb
Tk,IIIb
gi|985668346|gb|KXA99463.1|,IIIb
gi|1124507462|ref|WP_074791909.1|,IIIb
gi|544638237|ref|WP_021072809.1|,IIIb
gi|397681691|gb|AFO56068.1|,IIIb
gi|910243764|ref|WP_050048430.1|,IIIb
CAI49476_Natronomonas_pharaonis_DSM_2160_II_REF,IIIb
RBG_16_Archaea_50_20_RBG_16_scaffold_16389_9,IIIb
gi|974127776|gb|KUO42335.1|,IIIb
gi|37087672|sp|O58677.1|RBL_PYRHO,IIIb
RifSed_csp2_10ft_2_scaffold_141884_1,IIIb
RifSed_csp2_10ft_3_scaffold_402847_1,IIIb
gi|1129855473|gb|OLS23198.1|,IIIb
TARA_041.SAMEA2620217.60.0.22-1.6_1869720_2,IIIb
gi|1232005149|gb|OYT64719.1|,IIIb
rifcsplowo2_01_scaffold_53096_8,IIIb
CG09_land_8_20_14_0.10_scaffold_6172_c_6,IIIb
gi|1063916699|gb|ODS39323.1|,IIIb
CG06_land_8_20_14_3.00_150_scaffold_71672_c_2,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_31956_2,IIIb
gi|1008852923|gb|KYK35632.1|,IIIb
rifcsplowo2_01_scaffold_211_122,IIIb
gi|938512502|gb|KPQ45362.1|,IIIb
gi|501055160|ref|WP_012106650.1|,IIIb
gi|735013727|gb|KHO47783.1|,IIIb
gwa1_scaffold_8053_8,IIIb
rifcsphigho2_02_scaffold_110943_6,IIIb
rifcsphigho2_01_scaffold_173637_10,IIIb
RifSed_csp1_16ft_1_scaffold_25993_3,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_8652_c_5,IIIb
rifoxyc1_full_scaffold_38709_3,IIIb
rifcsplowo2_01_scaffold_118545_1,IIIb
mol3215fa031464_9,IIIb
gi|1007508462|gb|KYH36691.1|,IIIb
AR10.1_scaffold_8297_1,IIIb
CG08_land_8_20_14_0.20_scaffold_1314_c_7,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_22081_3,IIIb
UBA284contig_56696_5,IIIb
CG06_land_8_20_14_3.00_150_scaffold_1834_c_8,IIIb
rifcsplowo2_01_scaffold_35063_9,IIIb
RBG_13_Archaea_46_16b_RBG_13_scaffold_4070_13,IIIb
RifSed_csp2_19ft_2_scaffold_12174_2,IIIb
bjp_ig2599_scaffold_21435_3,IIIb
mol321605029005_8,IIIb
RifSed_csp2_19ft_2_scaffold_163929_2,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_756_c_32,IIIb
CG23_combo_of_CG0609_8_20_14_all_150_scaffold_130068_2,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_3334_6,IIIb
rifcsphigho2_01_scaffold_100504_5,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_11634_5,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_160807_1,IIIb
rifcsplowo2_01_scaffold_68750_1,IIIb
rifcsplowo2_01_scaffold_119419_3,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_63175_3,IIIb
rifcsplowo2_01_scaffold_4908_46,IIIb
gi|1231975900|gb|OYT38348.1|,IIIb
rifcsphigho2_01_scaffold_437666_1,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_18879_4,IIIb
rifcsphigho2_02_scaffold_50705_4,IIIb
CG_4_9_14_0.2_um_filter_scaffold_45485_3,IIIb
rifcsplowo2_01_scaffold_349272_1,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_1115_42,IIIb
TARA_039.SAMEA2620106.270.0.1-0.22_1669_19,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_7288_19,IIIb
rifcsplowo2_02_scaffold_55575_5,IIIb
rifcsphigho2_01_scaffold_12654_5,IIIb
RBG_16_Archaea_36_9_RBG_16_scaffold_36_87,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_34346_3,IIIb
rifcsplowo2_12_scaffold_17178_2,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_13451_3,IIIb
rifcsplowo2_01_scaffold_135759_3,IIIb
TARA_039.SAMEA2620106.270.0.1-0.22_3169_5,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_4142_3,IIIb
CG08_land_8_20_14_0.20_scaffold_9016_6,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_1834_23,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_2908_29,IIIb
rifoxyb1_full_scaffold_13298_4,IIIb
rifoxyb2_full_scaffold_57680_2,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_4882_22,IIIb
GWB1_scaffold_22216_8,IIIb
LSDeep1_scaffold_252_71,IIIb
CG_201513_scaffold_88435_1,IIIb
CG11_big_fil_rev_8_21_14_0.20_scaffold_98546_1,IIIb
rifcsphigho2_12_scaffold_331687_2,IIIb
rifcsphigho2_02_scaffold_33630_15,IIIb
rifcsphigho2_01_scaffold_5232_2,IIIb
TARA_037.SAMEA2619974.600.0.1-0.22_4356_11,IIIb
gi|1231997338|gb|OYT57613.1|,IIIb
mol3215ef016606_7,IIIb
UBA119contig_8444_4,IIIb
rifcsplowo2_01_scaffold_304868_2,IIIb
CG10_big_fil_rev_8_21_14_0.10_scaffold_87261_1,IIIb
gwa2_scaffold_25721_1,IIIb
07M_4_2014_scaffold_1143_16,IIIb
gi|816391156|gb|KKK43062.1|,IIIb
CG13_big_fil_rev_8_21_14_2.50_scaffold_6700_4,IIIb
gi|505137916|ref|WP_015325018.1|,IIIb
gi|851308879|ref|WP_048172188.1|,IIIb
gi|502959403|ref|WP_013194379.1|,IIIb
CG09_land_8_20_14_0.10_scaffold_28336_1,IIIb
rifcsplowo2_01_scaffold_4893_79,IIIb
CG_4_9_14_3_um_filter_150_scaffold_9172_2,IIIb
UBA153contig_35505_2,IIIb
LSDeep1_scaffold_289_96,IIIb
rifcsphigho2_01_scaffold_7865_10,IIIb
TARA_138.SAMEA2623390.450.0.22-3_117554_31,IIIb
rifcsplowo2_01_scaffold_93746_1,IIIb
CG07_land_8_20_14_0.80_scaffold_42665_1,IIIb
rifcsplowo2_01_scaffold_45645_1,IIIb
TARA_039.SAMEA2620106.270.0.1-0.22_12523_5,IIIb
UBA96contig_21807_17,IIIb
UBA93contig_1572_78,IIIb
gi|1004825877|gb|KYC51028.1|,IIIb
rifcsplowo2_01_scaffold_269943_3,IIIb
TARA_039.SAMEA2620106.270.0.1-0.22_8536_3,IIIb
gi|1231980590|gb|OYT42730.1|,III-like
gi|503307351|ref|WP_013542012.1|,III-like
gwf2_scaffold_10625_13,III-like
gwe1_scaffold_5288_7,III-like
RBG_13_scaffold_565_33,III-like
16ft_4_scaffold_46755_1,III-like
RIFCSPLOWO2_02_FULL_GWA2_OP11_40_10_rifcsplowo2_02_scaffold_595_29,III-like
MW5_scaffold_55805_2,III-like
gwe2_scaffold_12031_6,III-like
UBA3081contig_986_14,III-like
rifoxya1_full_scaffold_39886_1,III-like
rifoxya2_sub10_scaffold_3412_1,III-like
CG10_big_fil_rev_8_21_14_0.10_scaffold_617_c_46,III-like
TARA_037.SAMEA2619974.600.0.1-0.22_15961_3,III-like
TARA_039.SAMEA2620106.270.0.1-0.22_774_36,III-like
TARA_038.SAMEA2620039.340.0.1-0.22_4273_13,III-like
gi|1129864132|gb|OLS31478.1|,IIIa
gi|939574975|gb|KPV64794.1|,IIIa
TARA_064.SAMEA2620815.1000.0.22-3_688879_13,IIIa
gi|1231965511|gb|OYT28780.1|,IIIa
gi|1232003240|gb|OYT62983.1|,IIIa
gi|1063914718|gb|ODS37584.1|,IIIa
gi|985678999|gb|KXB08951.1|,IIIa
gi|1129850257|gb|OLS18291.1|,IIIa
gi|1081853305|gb|OFV68178.1|,IIIa
gi|518005896|ref|WP_019176104.1|,IIIa
gi|505304629|ref|WP_015491731.1|,IIIa
gi|851218974|ref|WP_048113196.1|,IIIa
gi|944558241|gb|KQM10927.1|,IIIa
gi|1197630124|ref|WP_086636855.1|,IIIa
gi|282156100|dbj|BAI61188.1|,IIIa
